recordid,labsampleid,week,weeksample,week_in25,weekredcap,fase,sampletypex,ncqvalue_d1,nresult_d1,ncopyreaction_d1,orf1abcqvalue_d1,orf1abresult_d1,orf1abcopyreaction_d1,ncqvalue_d2,nresult_d2,ncopyreaction_d2,orf1abcqvalue_d2,orf1abresult_d2,orf1abcopyreaction_d2,naddedlod,orf1abaddedlod,reported_value_n_geomean_cr,reported_value_orf_geomean_cr,reported_value_n_geomean_cpst,reported_value_orf_geomean_cpst,rnabatch_num,pcrbatch_num,n_qual_sum,orf1ab_qual_sum,samplecollectiondate,humidity,airtemperaturecelsius,rainfallmm,anyrainduring24hoursbefore,_merge_arm2,dup_labsampleid,locationtype,totalpopulationinsampledsubdistr,locationname_num,district,subdistrict,typeofsamplingphase1_num,_merge_arm1,totalconfirmedcases,totaldeath,_merge_arm5,s4_ra_geomean_cpst_n,s4_ra_geomean_cpst_orf,_merge_ra,concase_plus7d,concase_plus14d,concase_plus21d,_merge_concase,ncqval_mean,orfcqval_mean,ncqval_cat,orfcqval_cat
20.0,100274.0,5.0,5.0,5,week_5_arm_4,1,sewage,34.34,positive,67.0,33.88,positive,6.2,33.83,Positive,99.8,33.33,positive,17.7,,,81.7,10.5,16.3,2.09,RNA COV.MCRI.006,PCR COV.MCRI.006A&B,Positive,Positive,2021-08-27,77.0,27.0,0.02,No,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),12.0,0.0,matched (3),37.08572439628597,4.7504023409773,matched (3),2.0,3.0,1.0,matched (3),34.085,33.605003,30<Ct value<=35,2.0
20.0,100324.0,6.0,6.0,6,week_6_arm_4,1,sewage,35.94,positive,11.7,35.87,positive,3.27,36.44,Positive,8.28,35.66,positive,3.78,,,9.84,3.52,1.97,0.703,RNA COV.MCRI.008,PCR COV.MCRI.008,Positive,Positive,2021-09-03,76.0,27.0,0.0127,No,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),2.0,0.0,matched (3),3.7496770394605106,1.339889289080571,matched (3),3.0,1.0,2.0,matched (3),36.19,35.765,35<Ct value<=40,1.0
20.0,100386.0,7.0,7.0,7,week_7_arm_4,1,sewage,38.12,positive,2.92,,negative,,,Negative,,37.48,positive,1.12,5.0,5.0,3.82,2.37,0.764,0.474,RNA COV.MCRI.009,PCR COV.MCRI.009,Positive,Positive,2021-09-10,71.0,29.0,0.01,No,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),3.0,0.0,matched (3),0.8834433398734937,0.5475318043341476,matched (3),1.0,2.0,2.0,matched (3),38.12,37.48,35<Ct value<=40,1.0
20.0,100436.0,8.0,8.0,8,week_8_arm_4,1,sewage,,negative,,,negative,,37.9,Positive,2.2,,negative,,5.0,,3.32,2.5,0.663,0.5,RNA COV.MCRI.011,PCR COV.MCRI.011A,Positive,Negative,2021-09-17,84.0,29.0,0.0,No,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),1.0,0.0,matched (3),2.3387064001001847,1.7632670662313976,matched (3),2.0,2.0,3.0,matched (3),37.9,,35<Ct value<=40,
20.0,100498.0,9.0,9.0,9,week_9_arm_4,1,sewage,34.68,positive,21.0,34.41,positive,10.2,34.78,Positive,26.1,,negative,,,5.0,23.4,7.15,4.68,1.43,RNA COV.MCRI.012,PCR COV.MCRI.012A,Positive,Positive,2021-09-24,79.0,28.0,0.0,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),2.0,0.0,matched (3),10.422245137629329,3.1824535875973305,matched (3),2.0,3.0,1.0,matched (3),34.73,34.41,30<Ct value<=35,2.0
20.0,100548.0,10.0,10.0,10,week_10_arm_4,1,sewage,35.83,positive,13.6,,negative,,35.0,Positive,19.1,,negative,,,,16.1,2.5,3.22,0.5,RNA COV.MCRI.013,PCR COV.MCRI.013A,Positive,Negative,2021-10-01,92.0,27.0,0.04826,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),2.0,1.0,matched (3),23.81379690154617,3.6989270479040974,matched (3),3.0,1.0,2.0,matched (3),35.415,,35<Ct value<=40,
20.0,100624.0,11.0,11.0,11,week_11_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.014,PCR COV.MCRI.014,Negative,Negative,2021-10-08,78.0,27.0,0.038,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),3.0,0.0,matched (3),2.1472891324077694,2.1472891324077694,matched (3),1.0,2.0,1.0,matched (3),,,,
20.0,100671.0,12.0,12.0,12,week_12_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.015re,PCR COV.MCRI.015reA&B,Negative,Negative,2021-10-15,74.0,29.0,0.0,No,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),1.0,0.0,matched (3),1.800305272035229,1.800305272035229,matched (3),2.0,1.0,0.0,matched (3),,,,
20.0,100739.0,13.0,13.0,13,week_13_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.016,PCR COV.MCRI.016 A&B,Negative,Negative,2021-10-22,90.0,28.0,0.1397,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),2.0,0.0,matched (3),5.107562993500039,5.107562993500039,matched (3),1.0,0.0,0.0,matched (3),,,,
20.0,100799.0,14.0,14.0,14,week_14_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.017,PCR COV.MCRI.017 A&B,Negative,Negative,2021-10-29,79.0,29.0,0.06604,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),1.0,0.0,matched (3),2.5926334647531712,2.5926334647531712,matched (3),0.0,0.0,0.0,matched (3),,,,
20.0,100882.0,15.0,15.0,15,week_15_arm_4,1,sewage,37.62,positive,5.56,,negative,,,Negative,,,negative,,5.0,,5.27,2.5,1.05,0.5,RNA COV.MCRI.019,PCR COV.MCRI.019,Positive,Negative,2021-11-05,75.0,29.0,0.005,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),0.0,0.0,matched (3),2.7644624688405317,1.3105397933631349,matched (3),0.0,0.0,1.0,matched (3),37.62,,35<Ct value<=40,
20.0,100926.0,16.0,16.0,16,week_16_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.020,PCR COV.MCRI.020,Negative,Negative,2021-11-12,91.0,28.0,1.0414,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),0.0,0.0,matched (3),0.5857111000912243,0.5857111000912243,matched (3),0.0,1.0,0.0,matched (3),,,,
20.0,101009.0,17.0,17.0,17,week_17_arm_4,1,sewage,35.2,positive,27.6,,negative,,35.19,Positive,49.6,34.87,positive,12.6,,5.0,37.0,7.94,7.4,1.59,RNA COV.MCRI.022,PCR COV.MCRI.022A,Positive,Positive,2021-11-19,68.0,30.0,0.02,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),0.0,0.0,matched (3),14.819381213137513,3.1827167266265755,matched (3),1.0,0.0,0.0,matched (3),35.195,34.87,35<Ct value<=40,2.0
20.0,101053.0,18.0,18.0,18,week_18_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.023,PCR COV.MCRI.023,Negative,Negative,2021-11-26,78.0,29.0,0.02286,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),1.0,0.0,matched (3),0.5,0.5,matched (3),0.0,0.0,2.0,matched (3),,,,
20.0,101136.0,19.0,19.0,19,week_19_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.026,PCR COV.MCRI.026,Negative,Negative,2021-12-02,70.0,29.0,0.072,No,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),0.0,0.0,matched (3),2.917775516132273,2.917775516132273,matched (3),0.0,2.0,0.0,matched (3),,,,
20.0,101180.0,20.0,20.0,20,week_20_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.027,PCR COV.MCRI.027,Negative,Negative,2021-12-10,87.0,28.0,0.09398,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),0.0,0.0,matched (3),1.6912576359043818,1.6912576359043818,matched (3),2.0,0.0,0.0,matched (3),,,,
20.0,101263.0,21.0,21.0,21,week_21_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.029,PCR COV.MCRI.029A&B,Negative,Negative,2021-12-16,84.0,28.0,0.111,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),2.0,0.0,matched (3),1.7844494463061842,1.7844494463061842,matched (3),0.0,0.0,0.0,matched (3),,,,
20.0,101307.0,22.0,22.0,22,week_22_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.031,PCR COV.MCRI.031,Negative,Negative,2021-12-24,84.0,27.0,0.0508,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),0.0,0.0,matched (3),4.113151277391242,4.113151277391242,matched (3),0.0,0.0,1.0,matched (3),,,,
20.0,101373.0,23.0,23.0,23,week_23_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.032,PCR COV.MCRI.032A&B,Negative,Negative,2021-12-29,74.0,29.0,0.007,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),0.0,0.0,matched (3),1.1395835597371167,1.1395835597371167,matched (3),0.0,1.0,3.0,matched (3),,,,
20.0,101435.0,24.0,24.0,24,week_24_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.033,PCR COV.MCRI.033A,Negative,Negative,2022-01-07,76.0,28.0,0.01016,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),0.0,0.0,matched (3),1.2345275224248473,1.2345275224248473,matched (3),1.0,3.0,3.0,matched (3),,,,
20.0,200010.0,,,25,,2,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),,6.0,0.0,,,,,3.0,3.0,6.0,using only (2),,,,
20.0,101474.0,25.0,25.0,26,week_25_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.034,PCR COV.MCRI.034,Negative,Negative,2022-01-20,79.0,26.0,0.482601,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),3.0,0.0,matched (3),5.918113372863359,5.918113372863359,matched (3),3.0,6.0,44.0,matched (3),,,,
20.0,101505.0,26.0,26.0,27,week_26_arm_4,2,sewage,34.71,positive,54.8,,negative,,34.72,Positive,54.5,33.58,positive,36.6,,5.0,54.7,13.5,10.9,2.7,RNA COV.MCRI.034,PCR COV.MCRI.034,Positive,Positive,2022-01-28,87.0,28.0,0.099,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),3.0,0.0,matched (3),143.6125256791473,35.52168855914017,matched (3),6.0,44.0,149.0,matched (3),34.715,33.58,30<Ct value<=35,2.0
20.0,101527.0,27.0,27.0,28,week_27_arm_4,2,sewage,37.85,positive,6.74,,negative,,,Negative,,,negative,,5.0,,5.8,2.5,1.16,0.5,RNA COV.MCRI.036,PCR COV.MCRI.036A,Positive,Negative,2022-02-06,92.0,26.0,0.02032,No,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),6.0,0.0,matched (3),6.4910085156769854,2.7961865743201746,matched (3),44.0,149.0,114.0,matched (3),37.85,,35<Ct value<=40,
20.0,101545.0,28.0,28.0,29,week_28_arm_4,2,sewage,32.01,positive,376.0,31.34,positive,153.0,32.5,Positive,334.0,31.76,positive,93.3,,,354.0,120.0,70.9,23.9,RNA COV.MCRI.036,PCR COV.MCRI.036A,Positive,Positive,2022-02-10,100.0,25.0,0.256541,No,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),44.0,0.0,matched (3),240.86670331327582,81.26755888404598,matched (3),149.0,114.0,101.0,matched (3),32.254997,31.55,30<Ct value<=35,2.0
20.0,101563.0,29.0,29.0,30,week_29_arm_4,2,sewage,34.8,positive,55.1,35.12,positive,12.4,34.54,Positive,92.2,34.81,positive,11.3,,,71.2,11.8,14.2,2.37,RNA COV.MCRI.036,PCR COV.MCRI.036A,Positive,Positive,2022-02-17,96.0,25.0,0.10668,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),149.0,0.0,matched (3),17.10595704767095,2.8405146048050596,matched (3),114.0,101.0,42.0,matched (3),34.67,34.965,30<Ct value<=35,2.0
20.0,101581.0,30.0,30.0,31,week_30_arm_4,2,sewage,28.41,positive,2620.0,27.33,positive,1220.0,28.26,Positive,3400.0,27.13,positive,2120.0,,,2980.0,1600.0,597.0,321.0,RNA COV.MCRI.037,PCR COV.MCRI.037A&B,Positive,Positive,2022-02-25,98.0,27.0,0.0889,No,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),114.0,0.0,matched (3),2366.786446890436,1271.9464025610616,matched (3),101.0,42.0,28.0,matched (3),28.335,27.23,25<Ct value<=30,3.0
20.0,101599.0,31.0,31.0,32,week_31_arm_4,2,sewage,33.31,positive,86.4,34.14,positive,13.9,33.1,Positive,136.0,33.97,positive,21.6,,,108.0,17.3,21.7,3.46,RNA COV.MCRI.037,PCR COV.MCRI.037A&B,Positive,Positive,2022-03-04,79.0,27.0,0.0304,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),101.0,0.0,matched (3),124.17221736406255,19.794358592109372,matched (3),42.0,28.0,10.0,matched (3),33.205,34.055,30<Ct value<=35,2.0
20.0,101617.0,32.0,32.0,33,week_32_arm_4,2,sewage,35.94,positive,13.8,35.44,positive,5.91,35.75,Positive,23.4,36.29,positive,4.55,,,18.0,5.18,3.6,1.04,RNA COV.MCRI.037,PCR COV.MCRI.037A&B,Positive,Positive,2022-03-11,85.0,27.0,0.0381,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),42.0,0.0,matched (3),7.529339149411726,2.1689510594930823,matched (3),28.0,10.0,3.0,matched (3),35.845,35.864998,35<Ct value<=40,1.0
20.0,101635.0,33.0,33.0,34,week_33_arm_4,2,sewage,35.95,positive,15.0,35.02,positive,7.85,36.2,Positive,10.2,,negative,,,5.0,12.4,6.26,2.47,1.25,RNA COV.MCRI.038,PCR COV.MCRI.038A&B,Positive,Positive,2022-03-17,89.0,28.0,0.033,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),28.0,0.0,matched (3),14.344655912214675,7.2736605018996165,matched (3),10.0,3.0,1.0,matched (3),36.075,35.02,35<Ct value<=40,1.0
20.0,101653.0,34.0,34.0,35,week_34_arm_4,2,sewage,35.79,positive,16.8,34.62,positive,10.2,35.9,Positive,12.5,,negative,,,5.0,14.5,7.14,2.9,1.43,RNA COV.MCRI.038,PCR COV.MCRI.038A&B,Positive,Positive,2022-03-24,98.0,25.0,0.00254,No,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),10.0,0.0,matched (3),11.165699160807367,5.501340120761783,matched (3),3.0,1.0,0.0,matched (3),35.845,34.62,35<Ct value<=40,2.0
20.0,101671.0,35.0,35.0,36,week_35_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.038,PCR COV.MCRI.038A&B,Negative,Negative,2022-03-31,89.0,26.0,0.127,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),3.0,0.0,matched (3),0.5,0.5,matched (3),1.0,0.0,1.0,matched (3),,,,
20.0,101689.0,36.0,36.0,37,week_36_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.038,PCR COV.MCRI.038A&B,Negative,Negative,2022-04-07,75.0,26.0,0.07366,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),1.0,0.0,matched (3),0.5,0.5,matched (3),0.0,1.0,1.0,matched (3),,,,
20.0,101707.0,37.0,37.0,38,week_37_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Negative,Negative,2022-04-14,90.0,24.0,0.0,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),0.0,0.0,matched (3),0.9949897596828022,0.9949897596828022,matched (3),1.0,1.0,0.0,matched (3),,,,
20.0,101725.0,38.0,38.0,39,week_38_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Negative,Negative,2022-04-21,82.0,27.0,0.7,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),1.0,0.0,matched (3),13.885305940202365,13.885305940202365,matched (3),1.0,0.0,1.0,matched (3),,,,
20.0,101743.0,39.0,39.0,40,week_39_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Negative,Negative,2022-04-27,91.0,29.0,0.0,,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),1.0,0.0,matched (3),0.5,0.5,matched (3),0.0,1.0,0.0,matched (3),,,,
20.0,101761.0,40.0,40.0,41,week_40_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.040,PCR COV.MCRI.040A,Negative,Negative,2022-05-05,87.0,25.0,0.0,No,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),0.0,0.0,matched (3),3.0560061584740197,3.0560061584740197,matched (3),1.0,0.0,0.0,matched (3),,,,
20.0,101779.0,41.0,41.0,42,week_41_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.040,PCR COV.MCRI.040A,Negative,Negative,2022-05-12,93.0,26.0,0.0,No,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),1.0,0.0,matched (3),3.8941922038981707,3.8941922038981707,matched (3),0.0,0.0,0.0,matched (3),,,,
20.0,101797.0,42.0,42.0,43,week_42_arm_4,2,sewage,40.0,positive,20.0,,negative,,,Negative,,40.0,positive,5.0,5.0,5.0,9.0,5.0,2.0,1.0,RNA COV.MCRI.040,PCR COV.MCRI.040A,Positive,Positive,2022-05-19,91.0,25.0,0.0,No,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),0.0,0.0,matched (3),4.7480488220811585,2.615440322650119,matched (3),0.0,0.0,0.0,matched (3),40.0,40.0,35<Ct value<=40,1.0
20.0,101815.0,43.0,43.0,44,week_43_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.040,PCR COV.MCRI.040A,Negative,Negative,2022-05-27,75.0,25.0,0.0,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),0.0,0.0,matched (3),2.8666617213577323,2.8666617213577323,matched (3),0.0,0.0,0.0,matched (3),,,,
20.0,101822.0,44.0,44.0,45,week_44_arm_4,2,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.040,PCR COV.MCRI.040A,Negative,Negative,2022-05-31,88.0,26.0,0.1295,Yes,matched (3),0.0,Manhole,18670.0,Danurejan Manhole 4,Yogyakarta (urban),Danurejan,Manholes (grab),matched (3),0.0,0.0,matched (3),3.8811050207286564,3.8811050207286564,matched (3),0.0,0.0,1.0,matched (3),,,,
21.0,100009.0,1.0,1.0,1,week_1_arm_4,1,sewage,26.29,positive,12800.0,25.88,positive,4530.0,26.3,Positive,12700.0,25.88,positive,4530.0,,,12800.0,4530.0,2560.0,907.0,RNA COV.MCRI.002,PCR COV.MCRI.002,Positive,Positive,2021-07-27,75.0,25.0,0.0,,matched (3),0.0,Manhole,33340.0,Mantrijeron Manhole 1,Yogyakarta (urban),Mantrijeron,Manholes (grab),matched (3),197.0,16.0,matched (3),61179.32331177788,21700.096318787342,matched (3),111.0,75.0,30.0,matched (3),26.295,25.88,25<Ct value<=30,3.0
21.0,100121.0,3.0,3.0,3,week_3_arm_4,1,sewage,30.87,positive,750.0,29.47,positive,551.0,30.68,Positive,904.0,29.63,positive,577.0,,,824.0,563.0,165.0,113.0,RNA COV.MCRI.004,PCR COV.MCRI.004A&B,Positive,Positive,2021-08-12,71.0,29.0,0.0,,matched (3),0.0,Manhole,33340.0,Mantrijeron Manhole 1,Yogyakarta (urban),Mantrijeron,Manholes (grab),matched (3),75.0,2.0,matched (3),191.06741542867266,130.70614434298744,matched (3),30.0,25.0,19.0,matched (3),30.775002,29.55,30<Ct value<=35,3.0
21.0,100263.0,5.0,5.0,5,week_5_arm_4,1,sewage,28.26,positive,3180.0,27.64,positive,883.0,28.28,Positive,2900.0,27.7,positive,759.0,,,3040.0,819.0,608.0,164.0,RNA COV.MCRI.006,PCR COV.MCRI.006A&B,Positive,Positive,2021-08-27,83.0,26.0,0.02,No,matched (3),0.0,Manhole,33340.0,Mantrijeron Manhole 1,Yogyakarta (urban),Mantrijeron,Manholes (grab),matched (3),25.0,1.0,matched (3),2029.4926405936258,546.9156667483264,matched (3),19.0,14.0,8.0,matched (3),28.27,27.67,25<Ct value<=30,3.0
21.0,100375.0,7.0,7.0,7,week_7_arm_4,1,sewage,36.67,positive,10.4,35.32,positive,8.58,35.76,Positive,18.8,35.62,positive,7.07,,,14.0,7.79,2.8,1.56,RNA COV.MCRI.010,PCR COV.MCRI.010,Positive,Positive,2021-09-10,78.0,28.0,0.01,No,matched (3),0.0,Manhole,33340.0,Mantrijeron Manhole 1,Yogyakarta (urban),Mantrijeron,Manholes (grab),matched (3),14.0,0.0,matched (3),2.799542819818979,1.5581195461196164,matched (3),8.0,11.0,4.0,matched (3),36.214996,35.47,35<Ct value<=40,1.0
21.0,100487.0,9.0,9.0,9,week_9_arm_4,1,sewage,33.57,positive,47.8,33.48,positive,19.5,33.56,Positive,61.7,34.04,positive,19.5,,,54.3,19.5,10.9,3.9,RNA COV.MCRI.012,PCR COV.MCRI.012A,Positive,Positive,2021-09-24,75.0,28.0,0.0,Yes,matched (3),0.0,Manhole,33340.0,Mantrijeron Manhole 1,Yogyakarta (urban),Mantrijeron,Manholes (grab),matched (3),11.0,1.0,matched (3),40.08094686728874,14.391518828003948,matched (3),4.0,2.0,3.0,matched (3),33.565002,33.760002,30<Ct value<=35,2.0
21.0,100604.0,11.0,11.0,11,week_11_arm_4,1,sewage,34.78,positive,47.2,35.34,positive,6.08,35.65,Positive,27.8,34.78,positive,8.69,,,36.2,7.27,7.25,1.45,RNA COV.MCRI.014,PCR COV.MCRI.014,Positive,Positive,2021-10-08,79.0,26.0,0.035,Yes,matched (3),0.0,Manhole,33340.0,Mantrijeron Manhole 1,Yogyakarta (urban),Mantrijeron,Manholes (grab),matched (3),2.0,0.0,matched (3),24.176361223699814,4.850995905724803,matched (3),3.0,2.0,2.0,matched (3),35.215,35.059998,35<Ct value<=40,1.0
21.0,100718.0,13.0,13.0,13,week_13_arm_4,1,sewage,35.73,positive,12.3,34.38,positive,12.1,35.86,Positive,15.7,34.43,positive,14.8,,,13.9,13.4,2.78,2.68,RNA COV.MCRI.016,PCR COV.MCRI.016 A&B,Positive,Positive,2021-10-19,84.0,28.0,0.02,Yes,matched (3),0.0,Manhole,33340.0,Mantrijeron Manhole 1,Yogyakarta (urban),Mantrijeron,Manholes (grab),matched (3),2.0,0.0,matched (3),32.33429337346984,31.16739861616632,matched (3),2.0,3.0,0.0,matched (3),35.795,34.405,35<Ct value<=40,2.0
21.0,100862.0,15.0,15.0,15,week_15_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.019,PCR COV.MCRI.019,Negative,Negative,2021-11-05,81.0,27.0,0.012,Yes,matched (3),0.0,Manhole,33340.0,Mantrijeron Manhole 1,Yogyakarta (urban),Mantrijeron,Manholes (grab),matched (3),3.0,0.0,matched (3),0.9778162040836421,0.9778162040836421,matched (3),0.0,0.0,1.0,matched (3),,,,
21.0,100989.0,17.0,17.0,17,week_17_arm_4,1,sewage,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,0.5,0.5,RNA COV.MCRI.022,PCR COV.MCRI.022A,Negative,Negative,2021-11-19,73.0,29.0,0.012,Yes,matched (3),0.0,Manhole,33340.0,Mantrijeron Manhole 1,Yogyakarta (urban),Mantrijeron,Manholes (grab),matched (3),0.0,0.0,matched (3),0.7498809509328382,0.7498809509328382,matched (3),1.0,1.0,2.0,matched (3),,,,
